seed,llm_selector,run,slm_model,strategy,question_id,category,correct,slm_answer,ground_truth
123,claude-haiku-4-5,0,HuggingFaceTB/SmolLM2-135M-Instruct,zero_shot,2843,general,False,yes,no
123,claude-haiku-4-5,0,HuggingFaceTB/SmolLM2-135M-Instruct,zero_shot,2601,general,False,yes,no
123,claude-haiku-4-5,0,HuggingFaceTB/SmolLM2-135M-Instruct,zero_shot,1655,general,True,yes,yes
123,claude-haiku-4-5,0,HuggingFaceTB/SmolLM2-135M-Instruct,zero_shot,119,general,True,yes,yes
123,claude-haiku-4-5,0,HuggingFaceTB/SmolLM2-135M-Instruct,zero_shot,1320,general,False,no,yes
123,claude-haiku-4-5,0,HuggingFaceTB/SmolLM2-135M-Instruct,zero_shot,1075,general,False,yes,no
123,claude-haiku-4-5,1,HuggingFaceTB/SmolLM2-135M-Instruct,zero_shot,1631,general,False,INVALID,yes
123,claude-haiku-4-5,1,HuggingFaceTB/SmolLM2-135M-Instruct,zero_shot,3150,general,True,yes,yes
123,claude-haiku-4-5,1,HuggingFaceTB/SmolLM2-135M-Instruct,zero_shot,2646,general,True,yes,yes
123,claude-haiku-4-5,1,HuggingFaceTB/SmolLM2-135M-Instruct,zero_shot,2100,general,True,yes,yes
123,claude-haiku-4-5,1,HuggingFaceTB/SmolLM2-135M-Instruct,zero_shot,1779,general,True,yes,yes
123,claude-haiku-4-5,1,HuggingFaceTB/SmolLM2-135M-Instruct,zero_shot,2805,general,True,yes,yes
123,claude-haiku-4-5,1,HuggingFaceTB/SmolLM2-135M-Instruct,zero_shot,2205,general,False,yes,no
123,claude-haiku-4-5,1,HuggingFaceTB/SmolLM2-135M-Instruct,zero_shot,2614,general,True,yes,yes
123,claude-haiku-4-5,1,HuggingFaceTB/SmolLM2-135M-Instruct,zero_shot,3262,general,False,yes,no
123,claude-haiku-4-5,1,HuggingFaceTB/SmolLM2-135M-Instruct,zero_shot,2730,general,True,yes,yes
123,claude-haiku-4-5,1,HuggingFaceTB/SmolLM2-135M-Instruct,zero_shot,2443,general,True,no,no
123,claude-haiku-4-5,1,HuggingFaceTB/SmolLM2-135M-Instruct,zero_shot,1991,general,False,INVALID,yes
123,claude-haiku-4-5,1,HuggingFaceTB/SmolLM2-135M-Instruct,zero_shot,2132,general,False,no,yes
123,claude-haiku-4-5,1,HuggingFaceTB/SmolLM2-135M-Instruct,zero_shot,2738,general,False,yes,no
123,claude-haiku-4-5,1,HuggingFaceTB/SmolLM2-135M-Instruct,zero_shot,1718,general,False,yes,no
123,claude-haiku-4-5,1,HuggingFaceTB/SmolLM2-135M-Instruct,zero_shot,1534,general,False,yes,no
123,claude-haiku-4-5,1,HuggingFaceTB/SmolLM2-135M-Instruct,zero_shot,2089,general,True,yes,yes
123,claude-haiku-4-5,1,HuggingFaceTB/SmolLM2-135M-Instruct,zero_shot,130,general,False,no,yes
123,claude-haiku-4-5,1,HuggingFaceTB/SmolLM2-135M-Instruct,zero_shot,3089,general,True,no,no
123,claude-haiku-4-5,1,HuggingFaceTB/SmolLM2-135M-Instruct,zero_shot,2643,general,False,yes,no
123,claude-haiku-4-5,1,HuggingFaceTB/SmolLM2-135M-Instruct,zero_shot,743,general,True,yes,yes
123,claude-haiku-4-5,1,HuggingFaceTB/SmolLM2-135M-Instruct,zero_shot,2972,general,False,yes,no
123,claude-haiku-4-5,1,HuggingFaceTB/SmolLM2-135M-Instruct,zero_shot,338,general,True,yes,yes
123,claude-haiku-4-5,1,HuggingFaceTB/SmolLM2-135M-Instruct,zero_shot,1994,general,True,yes,yes
123,claude-haiku-4-5,1,HuggingFaceTB/SmolLM2-135M-Instruct,zero_shot,2695,general,True,yes,yes
123,claude-haiku-4-5,1,HuggingFaceTB/SmolLM2-135M-Instruct,zero_shot,1072,general,False,yes,no
123,claude-haiku-4-5,1,HuggingFaceTB/SmolLM2-135M-Instruct,zero_shot,696,general,True,yes,yes
123,claude-haiku-4-5,1,HuggingFaceTB/SmolLM2-135M-Instruct,zero_shot,1371,general,True,yes,yes
123,claude-haiku-4-5,1,HuggingFaceTB/SmolLM2-135M-Instruct,zero_shot,1380,general,True,yes,yes
123,claude-haiku-4-5,1,HuggingFaceTB/SmolLM2-135M-Instruct,zero_shot,2270,general,True,yes,yes
123,claude-haiku-4-5,1,HuggingFaceTB/SmolLM2-135M-Instruct,zero_shot,1602,general,False,yes,no
123,claude-haiku-4-5,1,HuggingFaceTB/SmolLM2-135M-Instruct,zero_shot,300,general,False,INVALID,no
123,claude-haiku-4-5,1,HuggingFaceTB/SmolLM2-135M-Instruct,zero_shot,2961,general,False,yes,no
123,claude-haiku-4-5,1,HuggingFaceTB/SmolLM2-135M-Instruct,zero_shot,1870,general,True,no,no
123,claude-haiku-4-5,1,HuggingFaceTB/SmolLM2-135M-Instruct,zero_shot,1587,general,False,yes,no
123,claude-haiku-4-5,1,HuggingFaceTB/SmolLM2-135M-Instruct,zero_shot,2347,general,True,yes,yes
123,claude-haiku-4-5,1,HuggingFaceTB/SmolLM2-135M-Instruct,zero_shot,3189,general,False,yes,no
123,claude-haiku-4-5,1,HuggingFaceTB/SmolLM2-135M-Instruct,zero_shot,1376,general,False,no,yes
123,claude-haiku-4-5,1,HuggingFaceTB/SmolLM2-135M-Instruct,zero_shot,66,general,True,yes,yes
123,claude-haiku-4-5,1,HuggingFaceTB/SmolLM2-135M-Instruct,zero_shot,774,general,False,yes,no
123,claude-haiku-4-5,1,HuggingFaceTB/SmolLM2-135M-Instruct,zero_shot,2401,general,True,yes,yes
123,claude-haiku-4-5,1,HuggingFaceTB/SmolLM2-135M-Instruct,zero_shot,361,general,True,yes,yes
123,claude-haiku-4-5,1,HuggingFaceTB/SmolLM2-135M-Instruct,zero_shot,2573,general,True,yes,yes
123,claude-haiku-4-5,1,HuggingFaceTB/SmolLM2-135M-Instruct,zero_shot,1488,general,True,yes,yes
123,claude-haiku-4-5,1,HuggingFaceTB/SmolLM2-135M-Instruct,zero_shot,52,general,False,yes,no
123,claude-haiku-4-5,1,HuggingFaceTB/SmolLM2-135M-Instruct,zero_shot,1441,general,False,no,yes
123,claude-haiku-4-5,1,HuggingFaceTB/SmolLM2-135M-Instruct,zero_shot,938,general,True,yes,yes
123,claude-haiku-4-5,1,HuggingFaceTB/SmolLM2-135M-Instruct,zero_shot,1661,general,True,yes,yes
123,claude-haiku-4-5,1,HuggingFaceTB/SmolLM2-135M-Instruct,zero_shot,2179,general,False,yes,no
123,claude-haiku-4-5,1,HuggingFaceTB/SmolLM2-135M-Instruct,zero_shot,2052,general,False,yes,no
123,claude-haiku-4-5,1,HuggingFaceTB/SmolLM2-135M-Instruct,zero_shot,2964,general,True,yes,yes
123,claude-haiku-4-5,1,HuggingFaceTB/SmolLM2-135M-Instruct,zero_shot,244,general,True,yes,yes
123,claude-haiku-4-5,1,HuggingFaceTB/SmolLM2-135M-Instruct,zero_shot,2616,general,False,no,yes
123,claude-haiku-4-5,1,HuggingFaceTB/SmolLM2-135M-Instruct,zero_shot,1178,general,True,yes,yes
123,claude-haiku-4-5,1,HuggingFaceTB/SmolLM2-135M-Instruct,zero_shot,2026,general,False,yes,no
123,claude-haiku-4-5,1,HuggingFaceTB/SmolLM2-135M-Instruct,zero_shot,3130,general,False,yes,no
123,claude-haiku-4-5,1,HuggingFaceTB/SmolLM2-135M-Instruct,zero_shot,2580,general,False,yes,no
123,claude-haiku-4-5,1,HuggingFaceTB/SmolLM2-135M-Instruct,zero_shot,2950,general,False,yes,no
123,claude-haiku-4-5,1,HuggingFaceTB/SmolLM2-135M-Instruct,zero_shot,955,general,False,yes,no
123,claude-haiku-4-5,1,HuggingFaceTB/SmolLM2-135M-Instruct,zero_shot,2228,general,True,yes,yes
123,claude-haiku-4-5,1,HuggingFaceTB/SmolLM2-135M-Instruct,zero_shot,1981,general,False,yes,no
123,claude-haiku-4-5,1,HuggingFaceTB/SmolLM2-135M-Instruct,zero_shot,727,general,False,yes,no
123,claude-haiku-4-5,1,HuggingFaceTB/SmolLM2-135M-Instruct,zero_shot,629,general,False,yes,no
123,claude-haiku-4-5,1,HuggingFaceTB/SmolLM2-135M-Instruct,zero_shot,2197,general,False,yes,no
123,claude-haiku-4-5,1,HuggingFaceTB/SmolLM2-135M-Instruct,zero_shot,1820,general,True,yes,yes
123,claude-haiku-4-5,1,HuggingFaceTB/SmolLM2-135M-Instruct,zero_shot,1550,general,False,yes,no
123,claude-haiku-4-5,1,HuggingFaceTB/SmolLM2-135M-Instruct,zero_shot,3078,general,True,yes,yes
123,claude-haiku-4-5,1,HuggingFaceTB/SmolLM2-135M-Instruct,zero_shot,1889,general,True,yes,yes
123,claude-haiku-4-5,1,HuggingFaceTB/SmolLM2-135M-Instruct,zero_shot,180,general,True,yes,yes
123,claude-haiku-4-5,1,HuggingFaceTB/SmolLM2-135M-Instruct,zero_shot,41,general,True,no,no
123,claude-haiku-4-5,1,HuggingFaceTB/SmolLM2-135M-Instruct,zero_shot,551,general,True,no,no
123,claude-haiku-4-5,1,HuggingFaceTB/SmolLM2-135M-Instruct,zero_shot,1869,general,True,yes,yes
123,claude-haiku-4-5,1,HuggingFaceTB/SmolLM2-135M-Instruct,zero_shot,791,general,False,no,yes
123,claude-haiku-4-5,1,HuggingFaceTB/SmolLM2-135M-Instruct,zero_shot,86,general,True,yes,yes
123,claude-haiku-4-5,1,HuggingFaceTB/SmolLM2-135M-Instruct,zero_shot,1050,general,False,no,yes
123,claude-haiku-4-5,1,HuggingFaceTB/SmolLM2-135M-Instruct,zero_shot,1113,general,True,yes,yes
123,claude-haiku-4-5,1,HuggingFaceTB/SmolLM2-135M-Instruct,zero_shot,1778,general,False,yes,no
123,claude-haiku-4-5,1,HuggingFaceTB/SmolLM2-135M-Instruct,zero_shot,2597,general,False,no,yes
123,claude-haiku-4-5,1,HuggingFaceTB/SmolLM2-135M-Instruct,zero_shot,1721,general,True,yes,yes
123,claude-haiku-4-5,1,HuggingFaceTB/SmolLM2-135M-Instruct,zero_shot,1,general,True,yes,yes
123,claude-haiku-4-5,1,HuggingFaceTB/SmolLM2-135M-Instruct,zero_shot,444,general,True,yes,yes
123,claude-haiku-4-5,1,HuggingFaceTB/SmolLM2-135M-Instruct,zero_shot,2529,general,True,yes,yes
123,claude-haiku-4-5,1,HuggingFaceTB/SmolLM2-135M-Instruct,zero_shot,256,general,True,yes,yes
123,claude-haiku-4-5,1,HuggingFaceTB/SmolLM2-135M-Instruct,zero_shot,2090,general,False,yes,no
123,claude-haiku-4-5,1,HuggingFaceTB/SmolLM2-135M-Instruct,zero_shot,1454,general,False,INVALID,yes
123,claude-haiku-4-5,1,HuggingFaceTB/SmolLM2-135M-Instruct,zero_shot,2896,general,False,yes,no
123,claude-haiku-4-5,1,HuggingFaceTB/SmolLM2-135M-Instruct,zero_shot,363,general,False,yes,no
123,claude-haiku-4-5,1,HuggingFaceTB/SmolLM2-135M-Instruct,zero_shot,339,general,False,yes,no
123,claude-haiku-4-5,1,HuggingFaceTB/SmolLM2-135M-Instruct,zero_shot,1774,general,False,yes,no
123,claude-haiku-4-5,1,HuggingFaceTB/SmolLM2-135M-Instruct,zero_shot,35,general,True,yes,yes
123,claude-haiku-4-5,1,HuggingFaceTB/SmolLM2-135M-Instruct,zero_shot,3259,general,True,no,no
123,claude-haiku-4-5,1,HuggingFaceTB/SmolLM2-135M-Instruct,zero_shot,2194,general,True,yes,yes
123,claude-haiku-4-5,1,HuggingFaceTB/SmolLM2-135M-Instruct,zero_shot,1546,general,False,yes,no
123,claude-haiku-4-5,1,HuggingFaceTB/SmolLM2-135M-Instruct,zero_shot,2238,general,True,yes,yes
123,claude-haiku-4-5,1,HuggingFaceTB/SmolLM2-135M-Instruct,zero_shot,2843,general,False,yes,no
123,claude-haiku-4-5,1,HuggingFaceTB/SmolLM2-135M-Instruct,zero_shot,2601,general,False,yes,no
123,claude-haiku-4-5,1,HuggingFaceTB/SmolLM2-135M-Instruct,zero_shot,1655,general,True,yes,yes
123,claude-haiku-4-5,1,HuggingFaceTB/SmolLM2-135M-Instruct,zero_shot,119,general,True,yes,yes
123,claude-haiku-4-5,1,HuggingFaceTB/SmolLM2-135M-Instruct,zero_shot,1320,general,False,no,yes
123,claude-haiku-4-5,1,HuggingFaceTB/SmolLM2-135M-Instruct,zero_shot,1075,general,False,yes,no
123,claude-haiku-4-5,2,HuggingFaceTB/SmolLM2-135M-Instruct,zero_shot,1631,general,False,INVALID,yes
123,claude-haiku-4-5,2,HuggingFaceTB/SmolLM2-135M-Instruct,zero_shot,3150,general,True,yes,yes
123,claude-haiku-4-5,2,HuggingFaceTB/SmolLM2-135M-Instruct,zero_shot,2646,general,True,yes,yes
123,claude-haiku-4-5,2,HuggingFaceTB/SmolLM2-135M-Instruct,zero_shot,2100,general,True,yes,yes
123,claude-haiku-4-5,2,HuggingFaceTB/SmolLM2-135M-Instruct,zero_shot,1779,general,True,yes,yes
123,claude-haiku-4-5,2,HuggingFaceTB/SmolLM2-135M-Instruct,zero_shot,2805,general,True,yes,yes
123,claude-haiku-4-5,2,HuggingFaceTB/SmolLM2-135M-Instruct,zero_shot,2205,general,False,yes,no
123,claude-haiku-4-5,2,HuggingFaceTB/SmolLM2-135M-Instruct,zero_shot,2614,general,True,yes,yes
123,claude-haiku-4-5,2,HuggingFaceTB/SmolLM2-135M-Instruct,zero_shot,3262,general,False,yes,no
123,claude-haiku-4-5,2,HuggingFaceTB/SmolLM2-135M-Instruct,zero_shot,2730,general,True,yes,yes
123,claude-haiku-4-5,2,HuggingFaceTB/SmolLM2-135M-Instruct,zero_shot,2443,general,True,no,no
123,claude-haiku-4-5,2,HuggingFaceTB/SmolLM2-135M-Instruct,zero_shot,1991,general,False,INVALID,yes
123,claude-haiku-4-5,2,HuggingFaceTB/SmolLM2-135M-Instruct,zero_shot,2132,general,False,no,yes
123,claude-haiku-4-5,2,HuggingFaceTB/SmolLM2-135M-Instruct,zero_shot,2738,general,False,yes,no
123,claude-haiku-4-5,2,HuggingFaceTB/SmolLM2-135M-Instruct,zero_shot,1718,general,False,yes,no
123,claude-haiku-4-5,2,HuggingFaceTB/SmolLM2-135M-Instruct,zero_shot,1534,general,False,yes,no
123,claude-haiku-4-5,2,HuggingFaceTB/SmolLM2-135M-Instruct,zero_shot,2089,general,True,yes,yes
123,claude-haiku-4-5,2,HuggingFaceTB/SmolLM2-135M-Instruct,zero_shot,130,general,False,no,yes
123,claude-haiku-4-5,2,HuggingFaceTB/SmolLM2-135M-Instruct,zero_shot,3089,general,True,no,no
123,claude-haiku-4-5,2,HuggingFaceTB/SmolLM2-135M-Instruct,zero_shot,2643,general,False,yes,no
123,claude-haiku-4-5,2,HuggingFaceTB/SmolLM2-135M-Instruct,zero_shot,743,general,True,yes,yes
123,claude-haiku-4-5,2,HuggingFaceTB/SmolLM2-135M-Instruct,zero_shot,2972,general,False,yes,no
123,claude-haiku-4-5,2,HuggingFaceTB/SmolLM2-135M-Instruct,zero_shot,338,general,True,yes,yes
123,claude-haiku-4-5,2,HuggingFaceTB/SmolLM2-135M-Instruct,zero_shot,1994,general,True,yes,yes
123,claude-haiku-4-5,2,HuggingFaceTB/SmolLM2-135M-Instruct,zero_shot,2695,general,True,yes,yes
123,claude-haiku-4-5,2,HuggingFaceTB/SmolLM2-135M-Instruct,zero_shot,1072,general,False,yes,no
123,claude-haiku-4-5,2,HuggingFaceTB/SmolLM2-135M-Instruct,zero_shot,696,general,True,yes,yes
123,claude-haiku-4-5,2,HuggingFaceTB/SmolLM2-135M-Instruct,zero_shot,1371,general,True,yes,yes
123,claude-haiku-4-5,2,HuggingFaceTB/SmolLM2-135M-Instruct,zero_shot,1380,general,True,yes,yes
123,claude-haiku-4-5,2,HuggingFaceTB/SmolLM2-135M-Instruct,zero_shot,2270,general,True,yes,yes
123,claude-haiku-4-5,2,HuggingFaceTB/SmolLM2-135M-Instruct,zero_shot,1602,general,False,yes,no
123,claude-haiku-4-5,2,HuggingFaceTB/SmolLM2-135M-Instruct,zero_shot,300,general,False,INVALID,no
123,claude-haiku-4-5,2,HuggingFaceTB/SmolLM2-135M-Instruct,zero_shot,2961,general,False,yes,no
123,claude-haiku-4-5,2,HuggingFaceTB/SmolLM2-135M-Instruct,zero_shot,1870,general,True,no,no
123,claude-haiku-4-5,2,HuggingFaceTB/SmolLM2-135M-Instruct,zero_shot,1587,general,False,yes,no
123,claude-haiku-4-5,2,HuggingFaceTB/SmolLM2-135M-Instruct,zero_shot,2347,general,True,yes,yes
123,claude-haiku-4-5,2,HuggingFaceTB/SmolLM2-135M-Instruct,zero_shot,3189,general,False,yes,no
123,claude-haiku-4-5,2,HuggingFaceTB/SmolLM2-135M-Instruct,zero_shot,1376,general,False,no,yes
